header
Dataset,MCR,MSE,Precision,Recall,TPR,F1,F1min,kSize,StartMSE(training),performance(training),MaxSELabel,MinLabel
Datasets\Hepatitis.csv,0.0952380952380952,0.404389165188023,0.75,0.947368421052632,1,0.837209302325581,0.666666666666667,2,0,0.00437360446963612,1,0
Datasets\Hepatitis.csv,0.0952380952380952,7133.11883931418,0.75,0.947368421052632,1,0.837209302325581,0.666666666666667,3,0.19789834106634,0.000420014270243608,1,0
Datasets\Hepatitis.csv,0.0952380952380952,640407.386445949,0.75,0.947368421052632,1,0.837209302325581,0.666666666666667,4,0.0659970567108728,2.85830838594337E-06,1,0
Datasets\Hepatitis.csv,0.0952380952380952,531749.577074063,0.75,0.947368421052632,1,0.837209302325581,0.666666666666667,5,0.00568959172442439,1.53968552439049E-06,1,0
Datasets\Hepatitis.csv,0.0952380952380952,134844.442339391,0.75,0.947368421052632,1,0.837209302325581,0.666666666666667,6,0.00146872433249644,1.21652724322932E-06,1,0
Datasets\Hepatitis.csv,0.0952380952380952,100685.744481624,0.75,0.947368421052632,1,0.837209302325581,0.666666666666667,7,0.000746224168383104,5.31074940465164E-07,1,0
Datasets\Hepatitis.csv,0.0952380952380952,86309.4255547402,0.75,0.947368421052632,1,0.837209302325581,0.666666666666667,8,6.49591390888347E-05,2.86345031556384E-07,1,0
Datasets\Hepatitis.csv,0.0952380952380952,390347.428886131,0.75,0.947368421052632,1,0.837209302325581,0.666666666666667,9,0.00105717292073152,1.74200044857261E-07,1,0
Datasets\Hepatitis.csv,0.0952380952380952,202626.280938488,0.75,0.947368421052632,1,0.837209302325581,0.666666666666667,10,0.000103609910643335,1.56115572809613E-07,1,0
Datasets\Hepatitis.csv,0.0952380952380952,194659.836502834,0.75,0.947368421052632,1,0.837209302325581,0.666666666666667,11,1.88317890008905E-05,1.37883869969304E-07,1,0
Datasets\Hepatitis.csv,0.0952380952380952,220761.349479994,0.75,0.947368421052632,1,0.837209302325581,0.666666666666667,12,0.000668594981613789,1.4891303458494E-07,1,0
Datasets\Hepatitis.csv,0.0952380952380952,180253.14821737,0.75,0.947368421052632,1,0.837209302325581,0.666666666666667,13,0.000166950362613001,3.00391471272663E-07,1,0
Datasets\Hepatitis.csv,0.0952380952380952,296627.008437258,0.75,0.947368421052632,1,0.837209302325581,0.666666666666667,14,7.58895160726622E-05,1.69010587592202E-07,1,0
Datasets\Hepatitis.csv,0.0952380952380952,299374.908111136,0.75,0.947368421052632,1,0.837209302325581,0.666666666666667,15,1.37951803196359E-05,1.41609170237477E-07,1,0
Datasets\Hepatitis.csv,0.0952380952380952,304202.47581078,0.75,0.947368421052632,1,0.837209302325581,0.666666666666667,16,4.31235463054163E-05,1.20806779813021E-07,1,0
Datasets\Hepatitis.csv,0.0952380952380952,315213.542249798,0.75,0.947368421052632,1,0.837209302325581,0.666666666666667,17,0.000118763851343437,1.20233962499018E-07,1,0
Datasets\Hepatitis.csv,0.0952380952380952,325067.870820963,0.75,0.947368421052632,1,0.837209302325581,0.666666666666667,18,1.22194402187459E-05,1.02401512355758E-07,1,0
Datasets\Hepatitis.csv,0.0952380952380952,359093.080218982,0.75,0.947368421052632,1,0.837209302325581,0.666666666666667,19,1.10227957375401E-05,9.62846884022408E-08,1,0
