header
Dataset,MCR,MSE,Precision,Recall,TPR,F1,F1min,kSize,performance(training)
Datasets\Urbanland.csv,0.668604651162791,0.749115042641273,0.218491020462347,0.183794646935233,0,0.199646585592661,0,2,0.744189054931961
Datasets\Urbanland.csv,0.534883720930233,0.658613790305242,0.356806079522678,0.277422509407803,0,0.312146250360819,0,3,0.659630051717387
Datasets\Urbanland.csv,0.476744186046512,0.591217148278597,0.395835336015783,0.234726188857156,0,0.29469898232912,0,4,0.577975133604878
Datasets\Urbanland.csv,0.418604651162791,0.575146496560781,0.431723446392523,0.321802855015196,0,0.368745821789017,0,5,0.51352225087483
Datasets\Urbanland.csv,0.36046511627907,0.511377313774115,0.516525489815256,0.450629662639467,0,0.481332714051856,0,6,0.460241984393773
Datasets\Urbanland.csv,0.313953488372093,0.461648568744354,0.600476107099207,0.547500578793024,0,0.572766015596698,0,7,0.419831957510177
Datasets\Urbanland.csv,0.255813953488372,0.428045292980408,0.727517126613345,0.71417290238739,0.888888888888889,0.720783257702231,0.941176470588235,8,0.389190351068996
Datasets\Urbanland.csv,0.273255813953488,0.411052341176907,0.716233441494534,0.689628808488458,0.8,0.702679391047649,0.888888888888889,9,0.374817372682997
Datasets\Urbanland.csv,0.261627906976744,0.409736819652197,0.723922761197202,0.694754206717304,0.8,0.709038625501209,0.888888888888889,10,0.360950014993549
Datasets\Urbanland.csv,0.244186046511628,0.38901546072545,0.738677013259883,0.71950550410275,0.888888888888889,0.728965229614658,0.941176470588235,11,0.34800666980546
Datasets\Urbanland.csv,0.238372093023256,0.388737232174057,0.742871177982722,0.716895965577507,0.8,0.729652469284599,0.888888888888889,12,0.338691944326312
Datasets\Urbanland.csv,0.232558139534884,0.394147170396423,0.74385500186699,0.720507286735357,0.875,0.731995016931564,0.875,13,0.330474184577577
Datasets\Urbanland.csv,0.261627906976744,0.405213181427106,0.733630286182505,0.701353328855909,0.888888888888889,0.717128806170848,0.941176470588235,14,0.31459107683392
Datasets\Urbanland.csv,0.25,0.397603069611336,0.742244763434975,0.709598389332207,0.888888888888889,0.72555453062523,0.941176470588235,15,0.31764617168735
Datasets\Urbanland.csv,0.255813953488372,0.412106790965017,0.746396610251511,0.707979713253482,1,0.726680776576079,1,16,0.308287198159529
Datasets\Urbanland.csv,0.244186046511628,0.388232068678895,0.742389839386502,0.712908930150309,0.888888888888889,0.727350778039813,0.941176470588235,17,0.303307738144896
Datasets\Urbanland.csv,0.255813953488372,0.394179012928392,0.725132495836055,0.683567233639073,0.777777777777778,0.703736649946166,0.823529411764706,18,0.303244935498315
Datasets\Urbanland.csv,0.22093023255814,0.385716949123403,0.769558572821457,0.84652982741307,0.888888888888889,0.806211201986547,0.941176470588235,19,0.298345514277802
Datasets\Urbanland.csv,0.226744186046512,0.382536609663527,0.774488604818601,0.840818109677027,1,0.806291509626157,1,20,0.293307832713745
Datasets\Urbanland.csv,0.668604651162791,0.746224602415467,0.218637992831541,0.0737734487734488,0,0.11032180324788,0,2,0.744925087964604
Datasets\Urbanland.csv,0.575581395348837,0.664268933195855,0.327230669455055,0.204827452866669,0,0.251949257843693,0,3,0.657354402430029
Datasets\Urbanland.csv,0.459302325581395,0.584886909958128,0.403722185601743,0.241834799328339,0,0.30248010948242,0,4,0.578834262047543
Datasets\Urbanland.csv,0.377906976744186,0.541104161402274,0.454330461568442,0.344635994234797,0,0.391952951707787,0,5,0.527923662710611
Datasets\Urbanland.csv,0.343023255813953,0.480727024549397,0.540741975047067,0.536446229994617,0,0.538585536967734,0,6,0.472407016882575
Datasets\Urbanland.csv,0.319767441860465,0.449134813468019,0.580147932021928,0.527014051924446,0,0.552306016289796,0,7,0.414912772617828
Datasets\Urbanland.csv,0.27906976744186,0.419307580208198,0.669139701569253,0.68370076425632,0.875,0.67634187018195,0.875,8,0.385138184737759
Datasets\Urbanland.csv,0.232558139534884,0.403790429761579,0.720910718618048,0.729553261663013,1,0.725206241982941,0.933333333333333,9,0.372820226624385
Datasets\Urbanland.csv,0.232558139534884,0.391650840708987,0.718983484163931,0.825269826960158,1,0.768468969810744,0.857142857142857,10,0.357410982704988
Datasets\Urbanland.csv,0.215116279069767,0.379345202823489,0.74263335739822,0.744256096703915,1,0.743443841550519,0.933333333333333,11,0.348975374938109
Datasets\Urbanland.csv,0.238372093023256,0.387063524849303,0.718925463592378,0.713540195865465,1,0.716222706935296,0.933333333333333,12,0.33878115639708
Datasets\Urbanland.csv,0.209302325581395,0.3821627362175,0.745938985050343,0.733375453200722,1,0.739603869300622,0.933333333333333,13,0.332623215889277
Datasets\Urbanland.csv,0.203488372093023,0.380652936675884,0.745800252288943,0.73664722623056,1,0.741195482647885,0.933333333333333,14,0.326898675881396
Datasets\Urbanland.csv,0.215116279069767,0.375981118643192,0.731516434420896,0.729900508047251,1,0.730707577848357,0.933333333333333,15,0.323633830623401
Datasets\Urbanland.csv,0.197674418604651,0.364791911824223,0.74343399714491,0.741718775052108,1,0.74257539563245,0.857142857142857,16,0.317973027175033
Datasets\Urbanland.csv,0.191860465116279,0.345381777922874,0.755032904481366,0.86298834909946,1,0.80540919757652,0.857142857142857,17,0.31154904530974
Datasets\Urbanland.csv,0.180232558139535,0.3762288945452,0.795466777051254,0.848057292501737,1,0.820920622604144,0.933333333333333,18,0.308003197824538
Datasets\Urbanland.csv,0.174418604651163,0.3514895173397,0.794427957054641,0.867132460311883,1,0.829189551870956,0.933333333333333,19,0.307500854211337
Datasets\Urbanland.csv,0.197674418604651,0.366984974815197,0.745979406538979,0.855694425049264,1,0.797079164044261,0.857142857142857,20,0.302638941276061
Datasets\Urbanland.csv,0.680232558139535,0.753236101177674,0.211469534050179,0.0712737127371274,0,0.106614173769354,0,2,0.742182112484301
Datasets\Urbanland.csv,0.593023255813954,0.662211637831795,0.319454171759202,0.172100334735784,0,0.223691042055626,0,3,0.656609585535261
Datasets\Urbanland.csv,0.517441860465116,0.607917545560473,0.365902385824213,0.216572193566874,0,0.272095247185358,0,4,0.572119415300438
Datasets\Urbanland.csv,0.436046511627907,0.570102878480846,0.421601480579048,0.316066066066066,0,0.361284489253412,0,5,0.511765929691585
Datasets\Urbanland.csv,0.412790697674419,0.525703699531672,0.487628694826507,0.392162998214021,0,0.434716382277876,0,6,0.459458982930809
Datasets\Urbanland.csv,0.343023255813953,0.47714574692418,0.57995673715455,0.527939281125556,0,0.552726858559546,0,7,0.411461696675468
