header
Dataset,MCR,MSE,Precision,Recall,TPR,F1,F1min,kSize,performance(training),MaxSELabel,MinLabel
Datasets\Urbanland.csv,0.674418604651163,0.728692823290736,0.214522766494093,0.0735642946317104,0,0.10955865867707,0,2,0.0791945893082023,5,5
Datasets\Urbanland.csv,0.604651162790698,0.687624245593344,0.269390216708224,0.150374591115332,0,0.193010194913708,0,3,0.0625485967877049,3,5
Datasets\Urbanland.csv,0.505813953488372,0.600092309062363,0.388290863386649,0.239024866651641,0,0.295899392917756,0,4,0.0533548151292492,4,5
Datasets\Urbanland.csv,0.406976744186047,0.549680066549122,0.439596358943473,0.335672421829341,0,0.380668944999495,0,5,0.0433072246823858,7,5
Datasets\Urbanland.csv,0.319767441860465,0.528067629452818,0.53823876094609,0.474166956925578,0,0.504175412825063,0,6,0.0376944427624609,7,5
Datasets\Urbanland.csv,0.296511627906977,0.481331516707143,0.635630001392886,0.566255027652087,0,0.598940290156084,0,7,0.0322216649607553,5,5
Datasets\Urbanland.csv,0.273255813953488,0.430458293921062,0.667557852182744,0.67911970637186,0,0.673289147325154,0,8,0.027875287158797,7,5
Datasets\Urbanland.csv,0.215116279069767,0.404145432994837,0.807814712146686,0.826140688781092,1,0.816874931006591,1,9,0.0243440085599772,7,5
Datasets\Urbanland.csv,0.215116279069767,0.408038860700882,0.775362207600188,0.857883907299112,1,0.81453830400708,1,10,0.0271856590707281,7,5
Datasets\Urbanland.csv,0.226744186046512,0.467362937950624,0.780948931434038,0.787574648917662,1,0.784247796082066,0.933333333333333,11,0.0266487729662569,7,5
Datasets\Urbanland.csv,0.232558139534884,0.419864741172197,0.753563295228417,0.782838368322239,1,0.767921923620976,0.933333333333333,12,0.0260943538551934,7,5
Datasets\Urbanland.csv,0.22093023255814,0.418370470290594,0.794700983979194,0.818651426546163,1,0.806498431424982,1,13,0.0263503076663545,7,5
Datasets\Urbanland.csv,0.244186046511628,0.412030212456953,0.774966265018484,0.797672258867705,1,0.786155345649283,0.933333333333333,14,0.0235431409686664,7,5
Datasets\Urbanland.csv,0.203488372093023,3.79682643333661,0.814862683012479,0.840141321535,1,0.827308948491453,1,15,0.0241092696300536,4,5
Datasets\Urbanland.csv,0.244186046511628,0.420332700451844,0.758513476663273,0.778985641315862,1,0.768613263130707,1,16,0.0220649311555121,4,5
Datasets\Urbanland.csv,0.232558139534884,0.588348851859212,0.772245379770717,0.799753469350243,1,0.785758745315473,1,17,0.0221167742757542,3,5
Datasets\Urbanland.csv,0.226744186046512,0.414097956529886,0.777304907667347,0.788768346070577,1,0.782994671481591,0.933333333333333,18,0.0241161184305543,7,5
Datasets\Urbanland.csv,0.203488372093023,0.435422304376006,0.81420498574744,0.83287263314145,1,0.823433021758659,1,19,0.0227107045159917,7,5
Datasets\Urbanland.csv,0.232558139534884,0.429580242050574,0.77860383115605,0.828924162257496,1,0.802976409886346,1,20,0.0215301268374089,4,5
Datasets\Urbanland.csv,0.651162790697674,0.727237567001083,0.23015873015873,0.110017636684303,0,0.14887289078496,0,2,0.0792499103541893,5,5
Datasets\Urbanland.csv,0.412790697674419,0.649313468858214,0.435871860039145,0.328906359993758,0,0.374908759569581,0,3,0.0684386970561113,5,5
Datasets\Urbanland.csv,0.453488372093023,0.581167281256885,0.405972751093873,0.319479683765398,0,0.357570089793687,0,4,0.0553500900785031,5,5
Datasets\Urbanland.csv,0.366279069767442,0.534806728283025,0.463686789619925,0.355555555555556,0,0.402485088955626,0,5,0.0436344710497132,5,5
Datasets\Urbanland.csv,0.319767441860465,0.488639460842573,0.533027462416598,0.480169716334577,0,0.505219814651642,0,6,0.037435898832934,7,5
Datasets\Urbanland.csv,0.331395348837209,0.50228138849996,0.555914975748742,0.463572466023446,0,0.505561649213125,0,7,0.0375314082058198,8,5
Datasets\Urbanland.csv,0.25,0.45683424886542,0.651646196799762,0.597880826380998,0,0.623606787885075,0,8,0.033896840268919,5,5
Datasets\Urbanland.csv,0.197674418604651,0.449206780738746,0.793672945770956,0.825930004618335,1,0.809480248981383,1,9,0.0287521216978926,8,5
Datasets\Urbanland.csv,0.191860465116279,0.34911596073258,0.786809336129568,0.820827320827321,1,0.803458414041968,0.933333333333333,10,0.0206141941750203,4,5
Datasets\Urbanland.csv,0.226744186046512,0.43006664525582,0.751410150019716,0.808411070270653,1,0.778869111008236,0.933333333333333,11,0.0267788256267338,7,5
