0.692308	0.432432	0.571429	1
0.461538	0.459459	0.428571	1
0.692308	0.432432	0.571429	1
0.692308	0.486486	0.642857	1
0.461538	0.486486	0.571429	1
0.538462	0.297297	0.642857	1
0.461538	0.27027	0.5	1
0.461538	0.540541	0.571429	1
0.461538	0.378378	0.535714	1
0.538462	0.486486	0.571429	1
0.461538	0.702703	0.642857	1
0.384615	0.567568	0.571429	1
0.615385	0.486486	0.642857	1
0.461538	0.594595	0.571429	1
0.538462	0.378378	0.571429	1
0.461538	0.378378	0.571429	1
0.615385	0.486486	0.571429	1
0.461538	0.540541	0.571429	1
0.538462	0.378378	0.571429	1
0.692308	0.351351	0.571429	1
0.461538	0.351351	0.285714	1
0.538462	0.378378	0.285714	1
0.461538	0.486486	0.285714	1
0.230769	0.27027	0.428571	1
0.538462	0.27027	0.357143	1
0.538462	0.351351	0.357143	1
0.538462	0.378378	0.357143	1
0.384615	0.378378	0.4	1
0.384615	0.378378	0.4	1
0.461538	0.324324	0.357143	1
0.615385	0.27027	0.357143	1
0.461538	0.27027	0.4	1
0.384615	0.351351	0.4	1
0.384615	0.27027	0.357143	1
0.692308	0.378378	0.4	1
0.307692	0.513514	0.428571	1
0.384615	0.405405	0.428571	1
0.692308	0.459459	0.4	1
0.461538	0.378378	0.357143	1
0.769231	0.432432	0.4	1
0.461538	0.432432	0.4	1
0.384615	0.432432	0.4	1
0.538462	0.378378	0.4	1
0.615385	0.351351	0.4	1
0.615385	0.378378	0.214286	1
0.615385	0.351351	0.214286	1
0.538462	0.540541	0.357143	1
0.615385	0.378378	0.142857	1
0.538462	0.594595	0.357143	1
0.769231	0.351351	0.214286	1
0.692308	0.567568	0.357143	1
0.538462	0.324324	0.071429	1
0.461538	0.540541	0.357143	1
0.461538	0.432432	0.571429	1
0.538462	0.351351	0.357143	1
0.692308	0.378378	0.357143	1
0.538462	0.378378	0.357143	1
0.692308	0.324324	0.357143	1
0.692308	0.324324	0.357143	1
0.615385	0.324324	0.357143	1
0.692308	0.351351	0.357143	1
0.615385	0.486486	0.357143	1
0.692308	0.378378	0.357143	1
0.384615	0.648649	0.357143	1
0.384615	0.648649	0.357143	1
0.692308	0.324324	0.357143	1
0.692308	0.378378	0.357143	1
0.461538	0.432432	0.357143	1
0.615385	0.27027	0.357143	1
0.538462	0.621622	0.357143	1
0.615385	0.486486	0.357143	1
0.769231	0.297297	0.357143	1
0.615385	0.27027	0.5	2
0.615385	0.27027	0.5	2
0.538462	0.27027	0.428571	2
0.615385	0.27027	0.571429	2
0.692308	0.243243	0.5	2
0.615385	0.216216	0.5	2
0.692308	0.27027	0.428571	2
0.692308	0.27027	0.535714	2
0.615385	0.243243	0.571429	2
0.615385	0.243243	0.5	2
0.692308	0.243243	0.571429	2
0.769231	0.27027	0.571429	2
0.538462	0.27027	0.571429	2
0.615385	0.27027	0.535714	2
0.615385	0.351351	0.571429	2
0.538462	0.27027	0.5	2
0.615385	0.27027	0.5	2
0.615385	0.216216	0.571429	2
0.615385	0.189189	0.428571	2
0.538462	0.27027	0.571429	2
0.461538	0.27027	0.571429	2
0.769231	0.324324	0.5	2
0.769231	0.297297	0.571429	2
0.692308	0.243243	0.5	2
