0.259259	0	0	0	0	0	0.813333	0.044118	0.472527	0.047337	0.344633	0.110092	0.034483	0.111111	0	0.472441	0.587156	0.40367	0.271375	1	9
0.481481	0.5	0	1	0	0	0.066667	0.279412	0	0.205128	0.717514	0.165138	0.655172	0.333333	0.1	0.637795	0.577982	0.577982	0.04461	0.5	6
0.5	0	0	1	0	0	0.053333	0.279412	0	0.2643	0.717514	0.165138	0.655172	0.277778	0.1	0.637795	0.568807	0.559633	0.048327	0.5	6
0.518519	0	0	1	0	0	0.053333	0.323529	0	0.453649	0.644068	0.027523	0.413793	0.611111	0	0.606299	0.559633	0.550459	0.048327	1	6
0.481481	0.5	0	1	0	0	0.053333	0.323529	0	0.392505	0.644068	0.027523	0.413793	0.5	0	0.606299	0.577982	0.559633	0.040892	1	2
0.518519	0	0	1	0.5	0	0.186667	0.838235	0	0	0.830508	0	0.672414	0.277778	0.3	0.125984	0.311927	0.275229	0.63197	0.5	8
0.518519	0	0	1	0.5	0	0.226667	0.897059	0	0	0.830508	0	0.672414	0.333333	0.3	0.086614	0.311927	0.266055	0.799257	0.5	8
0.296296	0	0	0	0	0	0.946667	0.044118	0.065934	0.307692	0.367232	0.110092	0.068966	0	0	0.488189	0.449541	0.422018	0.011152	1	9
0.296296	0	0	0	0	0	0.96	0.044118	0.054945	0.268245	0.367232	0.110092	0.068966	0	0	0.488189	0.449541	0.422018	0.011152	1	9
0.296296	0	0	0	0	0	0.986667	0.014706	0.065934	0.209073	0.367232	0.110092	0.068966	0.055556	0	0.488189	0.449541	0.422018	0.003717	1	9
0.833333	0	0	0	0	0	0.693333	0.25	0.098901	0.544379	0.717514	0.055046	0.551724	0.111111	0	0.708661	0.688073	0.678899	0.033457	1	10
0.814815	0	0	0	0	0	0.693333	0.264706	0.087912	0.581854	0.717514	0.055046	0.551724	0.277778	0	0.708661	0.688073	0.678899	0.037175	1	10
0.462963	0.5	0.145833	1	0	0	0.213333	0.176471	0	0.254438	0.355932	0.348624	0.275862	0.277778	0	0.590551	0.559633	0.550459	0.026022	1	6
0.462963	0.5	0.458333	1	0	0	0.213333	0.191176	0	0.106509	0.474576	0.192661	0.310345	0.111111	0	0.637795	0.587156	0.587156	0.037175	1	2
0.444444	0.5	0.854167	0	0.5	0	0.12	0.308824	0	0.155819	0.587571	0.155963	0.448276	0.388889	0	0.653543	0.477064	0.53211	0.282528	0.5	6
0.444444	0.5	0.791667	0	0	0	0.093333	0.308824	0	0.171598	0.587571	0.155963	0.448276	0.166667	0	0.582677	0.495413	0.513761	0.159851	0.5	6
0.444444	0.5	0.916667	0	0	0	0.16	0.279412	0	0.21499	0.689266	0.027523	0.482759	0.277778	0	0.653543	0.504587	0.559633	0.260223	1	6
0.462963	0	0.791667	0	0	0	0.08	0.323529	0	0.274162	0.587571	0.155963	0.448276	0.277778	0	0.582677	0.477064	0.504587	0.167286	0.5	7
0.444444	0	0.9375	1	0	0	0.146667	0.25	0	0.17357	0.542373	0.082569	0.310345	0.333333	0	0.574803	0.46789	0.477064	0.133829	1	6
0.444444	0.5	0.979167	1	0	0	0.226667	0.220588	0	0.153846	0.615819	0.137615	0.474138	0.333333	0.1	0.574803	0.513761	0.513761	0.100372	0.5	6
0.425926	0	0.708333	0	0	0	0.24	0.279412	0	0.167653	0.706215	0.036697	0.517241	0.722222	0	0.543307	0.284404	0.394495	0.513011	0.5	8
0.407407	0	0.895833	0	0	0	0.186667	0.220588	0	0.13215	0.779661	0.06422	0.655172	0.5	0	0.543307	0.477064	0.504587	0.126394	0.5	6
0.407407	0	0.6875	0	0	0	0.293333	0.338235	0	0.078895	0.80226	0.036697	0.663793	0.611111	0.1	0.11811	0.238532	0.229358	0.550186	0	8
0.407407	0	0	0	0	0	0.906667	0.044118	0	0.134122	0.073446	0.587156	0.068966	0	0	0.519685	0.46789	0.440367	0.003717	1	9
0.407407	0	0	0	0	0	0.986667	0.014706	0.868132	0.057199	0.073446	0.587156	0.068966	0	0	0.535433	0.486239	0.477064	0	1	9
0.333333	0	0	0	0	0	0.986667	0.014706	0.791209	0.078895	0.050847	0.623853	0.068966	0.055556	0	0.503937	0.46789	0.440367	0	0.5	9
0.333333	0	0	0	0	0	0.986667	0.029412	0.153846	0.094675	0.118644	0.66055	0.206897	0.055556	0	0.519685	0.486239	0.458716	0	0	9
0.333333	0	0	0	0	0	1	0	0.78022	0.067061	0.039548	0.623853	0.051724	0	0	0.503937	0.458716	0.440367	0	0.5	9
0.481481	0	0.291667	0	0.5	0	0.226667	0.617647	0	0.207101	0.779661	0	0.594828	0.388889	0.1	0.574803	0.422018	0.477064	0.271375	0.5	7
0.481481	0	0.208333	0	0.5	0	0.186667	0.852941	0	0.098619	0.79096	0	0.612069	0.555556	0	0.574803	0.366972	0.366972	0.330855	0.5	7
0.481481	0	0.229167	0	0.5	0	0.186667	0.632353	0	0.246548	0.824859	0	0.663793	0.5	0	0.574803	0.431193	0.449541	0.208178	0.5	7
0.481481	0	0.229167	0	0.5	0	0.133333	0.985294	0	0.12426	0.824859	0	0.663793	0.555556	0	0.496063	0.357798	0.348624	0.245353	0.5	7
0.481481	0	0.1875	0	0.5	0	0.226667	0.397059	0	0.29783	0.79661	0	0.62069	0.611111	0.1	0.574803	0.46789	0.486239	0.130112	0.5	7
0.259259	0.5	0.208333	0	0	0	0.213333	0.470588	0	0.428008	0.694915	0.045872	0.508621	0.722222	0	0.480315	0.46789	0.449541	0.092937	0.5	2
0.259259	0.5	0.166667	0	0	0	0.213333	0.441176	0	0.244576	0.706215	0.027523	0.508621	0.5	0.1	0.543307	0.477064	0.458716	0.092937	0.5	2
